Project,Precision,Recall,Auc_Score,Accuracy,Fmeasure,GMean
camel-1.6.csv,0.6341463414634146,0.2765957446808511,0.7447150798214628,0.827979274611399,0.3851851851851852,0.4188104339121823
sklebagd.csv,0.8461538461538461,0.9166666666666666,0.9166666666666666,0.85,0.8799999999999999,0.8807048459279792
synapse-1.2.csv,0.8536585365853658,0.813953488372093,0.8917407660738714,0.8362573099415205,0.8333333333333333,0.8335696394016966
xerces-1.4.csv,0.9571106094808126,0.9702517162471396,0.96616000121236,0.9455782312925171,0.9636363636363636,0.9636587629898378
xalan-2.7.csv,0.9933184855233853,0.9933184855233853,0.978538165620571,0.9869565217391304,0.9933184855233853,0.9933184855233853
szybkafucha.csv,0.75,0.6428571428571429,0.8441558441558441,0.68,0.6923076923076924,0.6943650748294137
velocity-1.6.csv,0.7058823529411765,0.6153846153846154,0.7959755476311767,0.7816593886462883,0.6575342465753424,0.6590820436573077
redaktor.csv,0.6875,0.4074074074074074,0.8100919711657966,0.8806818181818182,0.5116279069767441,0.529237746757157
e-learning.csv,0.6666666666666666,0.4,0.7186440677966102,0.9375,0.5,0.5163977794943222
log4j-1.2.csv,0.9631578947368421,0.9682539682539683,0.8303571428571428,0.9365853658536586,0.9656992084432717,0.9657025699634879
intercafe.csv,0.0,0.0,0.8152173913043478,0.8518518518518519,,0.0
jedit-4.3.csv,0.0,0.0,0.8178983178983179,0.9654471544715447,,0.0
wspomaganiepi.csv,0.9230769230769231,1.0,0.9513888888888888,0.9583333333333334,0.9600000000000001,0.9607689228305228
lucene-2.4.csv,0.835820895522388,0.8275862068965517,0.8388047894717917,0.8,0.8316831683168316,0.8316933597007086
workflow.csv,0.7894736842105263,0.75,0.8473684210526315,0.7692307692307693,0.7692307692307692,0.7694837640638655
serapion.csv,0.8333333333333334,0.5555555555555556,0.8765432098765432,0.8888888888888888,0.6666666666666667,0.6804138174397717
zuzel.csv,0.7692307692307693,0.7692307692307693,0.8533653846153846,0.7931034482758621,0.7692307692307693,0.7692307692307693
systemdata.csv,0.5714285714285714,0.4444444444444444,0.75,0.8769230769230769,0.5,0.5039526306789697
poi-2.5.csv,0.8940677966101694,0.8508064516129032,0.9375735813515422,0.8812260536398467,0.871900826446281,0.8721689340576544
kalkulator.csv,0.7857142857142857,0.9166666666666666,0.8809523809523809,0.8787878787878788,0.8461538461538461,0.8486684247915055
prop-6.csv,0.4782608695652174,0.16666666666666666,0.7753800632588511,0.8984848484848484,0.24719101123595505,0.28232985128663995
tomcat.csv,0.38,0.24675324675324675,0.7819312569632672,0.8962703962703963,0.2992125984251969,0.3062127263296445
ivy-2.0.csv,0.7833333333333333,0.5875,0.8760616987179487,0.8826530612244898,0.6714285714285714,0.6783865662978102
termoproject.csv,0.875,0.8076923076923077,0.9098143236074271,0.8545454545454545,0.8400000000000001,0.8406728074767075
